id;description;information;brand;code_1;code_2;category;id_integration;code_integration;NCM;CEST;sale_unit;sale_unit_description;multiple_of_sale;physical_stock;available_stock;localization;promotion_date_initial;promotion_date_final;promotion_day;promotion_price;has_image;
3620;SOQUETE SEXT LONGO 1/2 15 MM LINHA PROFISSIONAL TRAMONTINA;;;44802115;;000388;;0800900;82042000;0800900;UN;UNIDADE;1;2;2;EXPOSITOR 01;;;XXXXXXX;0;0;
3621;SOQUETE 1/2 PONTA TRAFIX FEMEA E10 LINHA PROFISSIONAL TRAMONTINA;;;44847110;;000395;;0800900;82042000;0800900;UN;UNIDADE;1;1;1;;;;XXXXXXX;0;0;
3622;SOQUETE 1/2 PONTA TRAFIX FEMEA E11 LINHA PROFISSIONAL TRAMONTINA;;;44847111;;000395;;0800900;82042000;0800900;UN;UNIDADE;1;1;1;;;;XXXXXXX;0;0;
3623;SOQUETE 1/2 PONTA TRAFIX FEMEA E12 LINHA PROFISSIONAL TRAMONTINA;;;44847112;;000395;;0800900;82042000;0800900;UN;UNIDADE;1;1;1;EXPOSITOR 01;;;XXXXXXX;0;0;
3624;SOQUETE 1/2 PONTA TRAFIX FEMEA E14 LINHA PROFISSIONAL TRAMONTINA;;;44847114;;000395;;0800900;82042000;0800900;UN;UNIDADE;1;1;1;EXPOSITOR 01;;;XXXXXXX;0;0;
3625;SOQUETE 1/2 PONTA TRAFIX FEMEA E16 LINHA PROFISSIONAL TRAMONTINA;;;44847116;;000395;;0800900;82042000;0800900;UN;UNIDADE;1;1;1;;;;XXXXXXX;0;0;
3626;SOQUETE 1/2 PONTA TRAFIX FEMEA E18 LINHA PROFISSIONAL TRAMONTINA;;;44847118;;000395;;0800900;82042000;0800900;UN;UNIDADE;1;1;1;EXPOSITOR 01;;;XXXXXXX;0;0;
3627;SOQUETE 1/2 PONTA TRAFIX FEMEA E20 LINHA PROFISSIONAL TRAMONTINA;;;44847120;;000395;;0800900;82042000;0800900;UN;UNIDADE;1;1;1;;;;XXXXXXX;0;0;
3628;SOQUETE 1/2 PONTA TRAFIX FEMEA E24 LINHA PROFISSIONAL TRAMONTINA;;;44847124;;000395;;0800900;82042000;0800900;UN;UNIDADE;1;1;1;;;;XXXXXXX;0;0;
3629;CHAVE FENDA 9X250 MM LINHA PROFISSIONAL TRAMONTINA;;;44110052;;000102;;0801000;82054000;0801000;UN;UNIDADE;1;1;1;;;;XXXXXXX;0;0;
3630;ESPATULA REDONDA 24 LINHA PROFISSIONAL TRAMONTINA;600 MM;;44747060;;000002;;0801000;82055900;0801000;UN;UNIDADE;1;0;0;;;;XXXXXXX;0;0;
3631;CHAVE AJUSTAVEL 8 LINHA PROFISSIONAL TRAMONTINA;;;44022108;;000095;;0800900;82041200;0800900;UN;UNIDADE;1;0;0;;;;XXXXXXX;0;0;
3632;CHAVE AJUSTAVEL 10 LINHA PROFISSIONAL TRAMONTINA;;;44022110;;000095;;0800900;82041200;0800900;UN;UNIDADE;1;1;1;;;;XXXXXXX;0;0;
3633;CHAVE AJUSTAVEL 12 LINHA PROFISSIONAL TRAMONTINA;;;44022112;;000095;;0800900;82041200;0800900;UN;UNIDADE;1;1;1;;;;XXXXXXX;0;0;
3635;CINTA PARA ANEL PISTAO DE 60-125 MM LINHA PROFISSIONAL TRAMONTINA;CORPO EM AÇO MOLA, SISTEMA CATRACA PARA APERTO;;44059001;;000116;;0801000;82055900;0801000;UN;UNIDADE;1;1;1;;;;XXXXXXX;0;0;
3636;ALMOTOLIA 500ML LINHA PROFISSIONAL TRAMONTINA;;;44069001;;000020;;0801000;82055900;0801000;UN;UNIDADE;1;0;0;;;;XXXXXXX;0;0;
3637;JOGO LAMINAS CALIBRE FOLGA COM 20 PCS;;;;;000179;;0802100;90173090;0802100;UN;UNIDADE;1;1;1;;;;XXXXXXX;0;0;
3639;BROCA CHATA PARA MADEIRA 5/16;;ROCAST;;;000062;;0801300;82075011;0801300;UN;UNIDADE;1;2;2;EXPOSITOR 07;;;-------;0;0;
3640;BROCA CHATA PARA MADEIRA 1;;ROCAST;;;000062;;0801300;82075011;0801300;UN;UNIDADE;1;1;1;EXPOSITOR 07;;;-------;0;0;
3642;BROCA CHATA PARA MADEIRA 3/4;;ROCAST;;;000062;;0801300;82075011;0801300;UN;UNIDADE;1;1;1;EXPOSITOR 07;;;-------;0;0;
3644;BROCA CHATA PARA MADEIRA 5/8;;ROCAST;;;000062;;0801300;82075011;0801300;UN;UNIDADE;1;2;2;EXPOSITOR 07;;;-------;0;0;
3645;DISCO DIAMANTADO SEGMENTADO 110 MM;;TOOLMIX;;;000140;;0800300;68042190;0800300;UN;UNIDADE;1;1;1;;;;-------;0;0;
3647;DISCO DIAMANTADO CONTINUO 110 MM;;TOOLMIX;;;000140;;0800300;68042190;0800300;UN;UNIDADE;1;1;1;;;;-------;0;0;
3648;BROCA CHATA PARA MADEIRA 3/8;;TOOLMIX;;;000062;;0801300;82075019;0801300;UN;UNIDADE;1;0;0;;;;-------;0;0;
3650;BROCA CHATA PARA MADEIRA 1/4;;TOOLMIX;;;000062;;0801300;82075019;0801300;UN;UNIDADE;1;0;0;;;;-------;0;0;
3651;BROCA CHATA PARA MADEIRA 1/2;;TOOLMIX;;;000062;;0801300;82075019;0801300;UN;UNIDADE;1;0;0;;;;-------;0;0;
3652;PARAF SEXT INOX 6X25 MA (RI);;;;;000317;;1005800;73181500;1005800;CT;CENTO;0,01;0,55;0,55;;;;;0;0;
3653;PARAF SEXT INOX 8X25 MA (RI);;;;;000317;;1005800;73181500;1005800;CT;CENTO;0,01;0,21;0,21;;;;-------;0;0;
3654;ARRUELA LISA ABA LARGA 1/4 INOX;;;;;000035;;1005800;73182200;1005800;CT;CENTO;0,01;0,14;0,14;;;;-------;0;0;
3655;ARRUELA LISA ABA LARGA 5/16 INOX;;;;;000035;;1005800;73182200;1005800;CT;CENTO;0,01;0;0;;;;-------;0;0;
3656;ARRUELA LISA ABA LARGA 3/8 INOX;;;;;000035;;1005800;73182200;1005800;CT;CENTO;0,01;0,38;0,38;;;;-------;0;0;
3657;ARRUELA LISA ABA LARGA 1/2 INOX;;;;;000035;;1005800;73182200;1005800;CT;CENTO;0,01;0,12;0,12;;;;-------;0;0;
3658;PARAF ALLEN AÇO (12.9) COM CABEÇA 14X50 MA ENEGRECIDO;;;;;000229;;1005800;73181500;1005800;CT;CENTO;0,01;0,81;0,81;C6: L-35;;;-------;0;0;
3659;PARAF AUTO ATARRAXANTE PANELA PHILIPS 6,3X22 MM;;;;;000236;;1005800;73181500;1005800;CT;CENTO;0,01;2;2;C8: O-19;;;-------;0;0;
3660;PARAF ALLEN AÇO (12.9) COM CABEÇA 16X40 MA ENEGRECIDO;;;;;000229;;1005800;73181500;1005800;CT;CENTO;0,01;0,51;0,51;C6: L-37;;;-------;0;0;
3661;PARAF SEXT AÇO (8.8) 12X25 MB ENEGRECIDO (RI);PASSO 1,50MM / CHAVE 19;;;;000289;;1005800;73181500;1005800;CT;CENTO;0,01;1,57;1,57;;;;-------;0;0;
3662;PARAF SEXT AÇO (GRAU 5) 3/4X1.1/2 NF ENEGRECIDO (RI);;;;;000299;;1005800;73181500;1005800;CT;CENTO;0,01;0,69;0,69;C3: E-39;;;-------;0;0;
3663;PARAF ALLEN AÇO (12.9) COM CABEÇA 5/8X2 NC ENEGRECIDO;;;;;000229;;1005800;73181500;1005800;CT;CENTO;0,01;0,31;0,31;C6: L-13;;;-------;0;0;
3664;PARAF SEXT FERRO (GRAU 2) 3/8X5.1/2 NC ZINCADO BRANCO (RP);;;;;000310;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;-------;0;0;
3665;PARAF SEXT FERRO (GRAU 2) 1/2X6 NC ZINCADO BRANCO (RP);;;;;000310;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;-------;0;0;
3666;PARAF FRANCES FERRO (GRAU 2) 3/8X5.1/2 NC ZINCADO BRANCO C/ PORCA;PASSO: 16 FIOS/POLEGADA;;;;000267;;1005800;73181500;1005800;CT;CENTO;0,01;0,19;0,19;;;;-------;0;0;
3667;PARAF SEXT AÇO (8.8) 10X30 MA ZINCADO BRANCO (RI);PASSO 1,50MM / CHAVE 17;;;;000287;;1005800;73181500;1005800;CT;CENTO;0,01;0,08;0,08;;;;-------;0;0;
3668;PARAF SEXT AÇO (8.8) 10X40 MA ZINCADO BRANCO (RI);PASSO 1,50MM / CHAVE 17;;;;000287;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
3669;PARAF SEXT AÇO (8.8) 8X70 MA ZINCADO BRANCO (RP);PASSO 1,25MM / CHAVE 13;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
3670;PARAF SEXT AÇO (8.8) 8X80 MA ZINCADO BRANCO (RP);PASSO 1,25MM / CHAVE 13;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
3671;PARAF SEXT AÇO (8.8) 14X50 MA ZINCADO BRANCO (RI);PASSO 2,00MM / CHAVE 22;;;;000287;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
3672;PARAF SEXT AÇO (8.8) 10X90 MA ZINCADO BRANCO (RI);PASSO 1,50MM / CHAVE 17;;;;000287;;1005800;73181500;1005800;CT;CENTO;0,01;0,76;0,76;;;;;0;0;
3673;PARAF SEXT AÇO (8.8) 10X120 MA ZINCADO BRANCO (RI);PASSO 1,50MM / CHAVE 17;;;;000287;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
3674;PARAF SEXT AÇO (8.8) 10X150 MA ZINCADO BRANCO (RI);PASSO 1,50MM / CHAVE 17;;;;000287;;1005800;73181500;1005800;CT;CENTO;0,01;0,09;0,09;;;;-------;0;0;
3675;PARAF SEXT SOBERBO FERRO (5.8) 3/16X70 MM ZINCADO BRANCO;;;;;000315;;1005800;73181100;1005800;CT;CENTO;0,01;0,75;0,75;;;;-------;0;0;
3676;PARAF SEXT AÇO (GRAU 5) 3/8X1.1/2 NC ZINCADO BRANCO (RI);;;;;000297;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;-------;0;0;
3678;PARAF AUTO ATARRAXANTE PANELA PHILIPS 4,2X32 MM ZINCADO PRETO;;;;;000236;;1005800;73181500;1005800;CT;CENTO;0,01;3,98;3,98;;;;-------;0;0;
3679;PARAF AUTO ATARRAXANTE PANELA PHILIPS 4,8X38 MM ZINCADO PRETO;;;;;000236;;1005800;73181500;1005800;CT;CENTO;0,01;3,5;3,5;C8: O-08;;;-------;0;0;
3680;PARAF AUTO ATARRAXANTE PANELA PHILIPS 4,2X22 MM ZINCADO PRETO;;;;;000236;;1005800;73181500;1005800;CT;CENTO;0,01;4,02;4,02;C8: Q-11;;;-------;0;0;
3681;PARAF AUTO ATARRAXANTE PANELA PHILIPS 4,8X13 MM ZINCADO PRETO;;;;;000236;;1005800;73181400;1005800;CT;CENTO;0,01;6,92;6,92;;;;-------;0;0;
3682;CHUMBADOR PARABOLT 3/8X5;;;;;000114;;1005800;73181900;1005800;UN;UNIDADE;1;52;52;C7: M-02;;;-------;0;0;
3683;PARAF AUTO ATARRAXANTE PANELA PHILIPS 4,8X25 MM ZINCADO PRETO;;;;;000236;;1005800;73181500;1005800;CT;CENTO;0,01;5,13;5,13;C8: O-09;;;-------;0;0;
3684;PARAF SEXT AÇO (GRAU 5) 1X2 NF ZINCADO BRANCO (RI);;;;;000299;;1005800;73181500;1005800;CT;CENTO;0,01;0,18;0,18;;;;-------;0;0;
3685;PARAF SEXT AÇO (GRAU 5) 1/2X3.1/2 NF ZINCADO BRANCO (RP);;;;;000300;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;-------;0;0;
3686;PARAF SEXT AÇO (GRAU 5) 1X4 NF ZINCADO BRANCO (RP);;;;;000300;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;-------;0;0;
3687;PARAF SEXT AÇO (8.8) 8X130 MA ENEGRECIDO (RP);PASSO 1,25MM / CHAVE 13;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0,9;0,9;C1: A-20;;;-------;0;0;
3688;ALICATE ANEIS INTERNO RETO 9 LINHA PROFISSIONAL TRAMONTINA;;;44008109;;000019;;0800800;82032010;0800800;UN;UNIDADE;1;1;1;EXPOSITOR 02;;;XXXXXXX;0;0;
3689;ALICATE ANEIS EXTERNO RETO 9 LINHA PROFISSIONAL TRAMONTINA;FORJADA EM AÇO CROMO VANADIO, PARA ANEIS EXTERNOS, BICO RETO;;44010109;;000019;;0800800;82032010;0800800;UN;UNIDADE;1;1;1;;;;XXXXXXX;0;0;
3690;CHAVE COMBINADA 1.1/2 LINHA PROFISSIONAL TRAMONTINA;;;44670121;;000099;;0800900;82041100;0800900;UN;UNIDADE;1;2;2;EXPOSITOR 04;;;XXXXXXX;0;0;
3691;SOQUETE SEXT LONGO 1/2 22 MM LINHA PROFISSIONAL TRAMONTINA;;;44802122;;000388;;0800900;82042000;0800900;UN;UNIDADE;1;1;1;EXPOSITOR 01;;;XXXXXXX;0;0;
3692;SOQUETE SEXT LONGO 1/2 24 MM LINHA PROFISSIONAL TRAMONTINA;;;44802124;;000388;;0800900;82042000;0800900;UN;UNIDADE;1;1;1;EXPOSITOR 01;;;XXXXXXX;0;0;
3693;DISCO CORTE 4.1/2 EXTRA FINO LINHA MASTER TRAMONTINA;;;42592004;;000138;;0800300;68042211;0800300;UN;UNIDADE;1;0;0;;;;XXXXXXX;0;0;
3694;PARAF ALLEN AÇO (12.9) COM CABEÇA 8X25 MB ENEGRECIDO;;;;;000229;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
3695;PARAF ALLEN AÇO (12.9) COM CABEÇA 8X16 MB ENEGRECIDO;;;;;000229;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
3696;CONJ PARAF RODA DIREITA 5/8X53/60 X CH1.1/16 X H17;- RECARTILHADO <br/>FORD: F 350, F 4000. <br/>(Código Original/Equivalente: FORD) <br/>(COMPOSIÇÃO: 3050803 + 2950801);;4050803;;000125;;0199900;73181500;0199900;UN;UNIDADE;1;0;0;;;;-------;0;0;
3697;ANEL RETENÇAO PARA FURO WI 19 MM;;;;;000029;;1005800;73182900;1005800;CT;CENTO;0,01;0,2;0,2;;;;-------;0;0;
3698;ARRUELA LISA PESADA 1/2 ZINCADA BRANCA;;;112475C1;;000038;;1005800;73182200;1005800;CT;CENTO;0,01;8,46;8,46;C6: L-53;;;-------;0;0;
3699;PARAF RODA M22-1,5X96.5/107 ENEGRECIDO;- RECARTILHADO <br/>CARRETAS DIVERSAS: Guerra, Noma, Randon. <br/>(Código Original/Equivalente: CARRETAS DIVERSAS: 7007.005.013.00-9, 2100.00099);;3002283;;000283;;0199900;73181500;0199900;UN;UNIDADE;1;7;7;;;;-------;0;0;
3700;PARAF SEXT AÇO (GRAU 5) 5/8X5.1/2 NC ZINCADO BRANCO (RP);;;;;000298;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;C2: D-36;;;-------;0;0;
3701;PINO CENTRO AÇO (8.8) 10X5 MM CABEÇA BAIXA;;;;;000330;;0199900;73181500;0199900;UN;UNIDADE;1;65;65;C6: K-37;;;-------;0;0;
3702;PARAF ALLEN AÇO (12.9) COM CABEÇA 5/8X3.1/2 NC ENEGRECIDO;;;;;000229;;1005800;73181500;1005800;CT;CENTO;0,01;0,26;0,26;C6: L-12;;;-------;0;0;
3703;PARAF ALLEN AÇO (12.9) COM CABEÇA 12X25 MA ENEGRECIDO;;;;;000229;;1005800;73181500;1005800;CT;CENTO;0,01;0,7;0,7;C6: L-32;;;-------;0;0;
3704;PARAF ALLEN AÇO (12.9) CABEÇA CHATA 3/8X1 NC ENEGRECIDO;;;;;000230;;1005800;73181500;1005800;CT;CENTO;0,01;1;1;;;;-------;0;0;
3705;PARAF CHIP FIX PANELA PHILIPS 5X35 MM;;;;;000256;;1005800;73181200;1005800;CT;CENTO;0,01;0;0;;;;-------;0;0;
3706;BUCHA NYLON PARA TIJOLO FURADO FU 12 MM;;;;;000070;;1002000;39269090;1002000;CT;CENTO;0,01;0,99;0,99;C4: H-59;;;-------;0;0;
3707;PARAF SEXT AÇO (8.8) 10X90 MA ZINCADO BRANCO (RP);PASSO 1,50MM / CHAVE 17;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0,15;0,15;;;;;0;0;
3708;PARAF SEXT AÇO (8.8) 12X25 MA ZINCADO BRANCO (RI);PASSO 1,75MM / CHAVE 19;;;;000287;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
3709;PARAF SEXT FERRO (GRAU 2) 3/8X3/4 NC ZINCADO BRANCO (RI);;;;;000309;;1005800;73181500;1005800;CT;CENTO;0,01;0,3;0,3;;;;-------;0;0;
3710;PARAF SEXT FERRO (GRAU 2) 3/8X1.1/4 NC ZINCADO BRANCO (RI);;;;;000309;;1005800;73181500;1005800;CT;CENTO;0,01;2,98;2,98;;;;-------;0;0;
3711;PARAF SEXT FERRO (GRAU 2) 3/4X6 NC ZINCADO BRANCO (RP);;;;;000310;;1005800;73181500;1005800;CT;CENTO;0,01;0,24;0,24;;;;-------;0;0;
3712;PARAF SEXT FERRO (GRAU 2) 3/4X7 NC ZINCADO BRANCO (RP);;;;;000310;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;-------;0;0;
3713;PARAF SEXT FERRO (GRAU 2) 3/4X8 NC ZINCADO BRANCO (RP);;;;;000310;;1005800;73181500;1005800;CT;CENTO;0,01;0,1;0,1;;;;-------;0;0;
3714;PARAF SEXT AÇO (8.8) 6X40 MA ZINCADO BRANCO (RI);PASSO 1,00MM / CHAVE 10;;;;000287;;1005800;73181500;1005800;CT;CENTO;0,01;3;3;;;;;0;0;
3715;PARAF MANGA MERCEDES 18X155 MM;;;;;000272;;1005800;73181500;1005800;UN;UNIDADE;1;2;2;C5: I-28;;;-------;0;0;
3716;PARAF MANGA MERCEDES 16X145 MM;;;;;000272;;0199900;73181500;0199900;UN;UNIDADE;1;6;6;C5: I-28;;;-------;0;0;
3717;PASTA PARA ESMERILHAR VALVULAS 120G FINA;;VONDER;1298200000;;000326;;;34054000;;UN;UNIDADE;1;1;1;;;;-------;0;0;
3718;ARRUELA LISA (DIN 125) 22 MM ZINCADA BRANCA;;;222C1;;000034;;1005800;73182200;1005800;CT;CENTO;0,01;1,98;1,98;C7: N-40;;;-------;0;0;
3719;ARRUELA LISA (DIN 125) 24 MM ZINCADA BRANCA;;;224C1;;000034;;1005800;73182200;1005800;CT;CENTO;0,01;-0,02;-0,02;C7: N-40;;;-------;0;0;
3720;ARRUELA LISA PESADA 9/16 ZINCADA BRANCA;;;1916475C1;;000038;;1005800;73182200;1005800;CT;CENTO;0,01;3,96;3,96;C6: L-53;;;-------;0;0;
3721;ARRUELA LISA PESADA 1.1/2 ZINCADA BRANCA;;;1112475C1;;000038;;1005800;73182200;1005800;CT;CENTO;0,01;1;1;C6: L-56;;;-------;0;0;
3722;ARRUELA LISA PESADA 7/8 ZINCADA BRANCA;;;;;000038;;1005800;73182200;1005800;CT;CENTO;0,01;2,1;2,1;C6: L-54;;;-------;0;0;
3723;ARRUELA LISA PESADA 3/4 ZINCADA BRANCA;;;134475C1;;000038;;1005800;73182200;1005800;CT;CENTO;0,01;3,21;2,21;C6: L-54;;;-------;0;0;
3726;PINO TRAVA QUEBRA DEDO 3/8X1.3/4;;;;;000348;;0199900;84329000;0199900;UN;UNIDADE;1;0;0;;;;;0;0;
3727;CONTRAPINO 3/16X1.1/2 FERRO ZINCADO;;ABC;;;000127;;1005800;73182400;1005800;CT;CENTO;0,01;1,97;1,97;C4: H-07;;;-------;0;0;
3732;ESCOVA CIRCULAR PARA MOTOESERIL TRANÇADA 150X13 F;;;;;000520;;;96035000;;UN;UNIDADE;1;0;0;;;;-------;0;0;
3749;PARAF SEXT AÇO (8.8) 10X150 MA ZINCADO BRANCO (RP);PASSO 1,50MM / CHAVE 17;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0,1;0,1;;;;;0;0;
3750;PARAF SEXT AÇO (8.8) 14X150 MA ZINCADO BRANCO (RP);PASSO 2,00MM / CHAVE 22;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
3751;PARAF SEXT AÇO (8.8) 16X150 MA ZINCADO BRANCO (RP);PASSO 2,00MM / CHAVE 24;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
3752;PARAF SEXT AÇO (8.8) 18X100 MB ZINCADO BRANCO (RP);PASSO 1,50MM / CHAVE 27;;;;000290;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
3753;PARAF SEXT AÇO (8.8) 18X80 MB ZINCADO BRANCO (RP);PASSO 1,50MM / CHAVE 27;;;;000290;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
3754;PORCA SEXT CASTELO 3/4NC ZINCADA BRANCA S/ COROA CHAVE 1.1/8;;;;;000515;;1005800;73181600;1005800;CT;CENTO;0,01;0,71;0,71;;;;;0;0;
3755;PORCA SEXT FERRO (CLASSE 6) 3MA ZINCADA AMARELA CHAVE 5,5;;;;;000493;;1005800;73181600;1005800;CT;CENTO;0,01;6,92;6,92;;;;-------;0;0;
3756;PORCA SEXT FERRO (CLASSE 6) 4MA ZINCADA AMARELA CHAVE 7;;;;;000493;;1005800;73181600;1005800;CT;CENTO;0,01;12,26;12,26;C4: G-21;;;-------;0;0;
3757;PORCA SEXT FERRO (CLASSE 6) 5MA ZINCADA AMARELA CHAVE 8;;;;;000493;;1005800;73181600;1005800;CT;CENTO;0,01;21,19;21,19;;;;-------;0;0;
3758;PORCA SEXT FERRO (CLASSE 6) 6MA ZINCADA AMARELA CHAVE 10;;;;;000493;;1005800;73181600;1005800;CT;CENTO;0,01;16,62;16,62;C4: G-21;;;-------;0;0;
3759;PORCA SEXT FERRO (CLASSE 6) 8MA ZINCADA AMARELA CHAVE 13;;;;;000493;;1005800;73181600;1005800;CT;CENTO;0,01;3,88;3,88;;;;-------;0;0;
3760;BARRA ROSCADA FERRO (GRAU 2) 1/2 WW ZINCADA BRANCA;12 FIOS - (BARRA EM METRO);;;;000425;;1005800;73181900;1005800;UN;UNIDADE;1;9;9;BARRAS 01;;;-------;0;0;
3761;CRUZETA COMPLETA;ROLETE SIMPLES. <br/>*** APLICAÇAO *** <br/>CATERPILLAR: 955, D6D-PS, D7. FIATALLIS: FG-85. KOMATSU: D60A, D60E, D65A, D65E. VME CLARKMICHIGAN: 55, 75, 85. <br/>*** SUBSTITUI *** <br/>CATERPILLAR: 1S9670, 7K3526, 8K6970. CCL: 2918. FIAT ALLIS: 2034881, 73134821, 73159603, 76002601. GMB: 230-6106. HDS MECPAR: CR1905. MERITOR: 801016. NEAPCO: 286106, 286128, 4-0628, 4-6128. PRECISION: 905. SPICER: 5-6106X, 6C-1X. STAHL: CZ-109.;ZM;3500500 / HCZ109;;000134;;0107500;87089990;0107500;UN;UNIDADE;1;4;4;C9: Q-45;;;-------;0;0;
3762;PORCA SEXT TRAVANTE NYLON 1NF ZINCADA BRANCA CHAVE 1.1/2;14 FIOS/POLEGADA;;;;000477;;1005800;73181600;1005800;CT;CENTO;0,01;2,03;1,73;C4: H-34;;;-------;0;0;
3763;CONJ PARAF RODA DIREITA 3/4X60/67,9 X CH1.1/2 X H22;- RECARTILHADO <br/>GM-CHEVROLET: D 11000, D 12000, D 13000, D 60. <br/>(Código Original/Equivalente: GM) <br/>(COMPOSIÇÃO: 3030422 + 2930402);;4030422;;000125;;0199900;73181500;0199900;UN;UNIDADE;1;-12;-12;;;;-------;0;0;
3764;CONJ PARAF RODA ESQUERDA 3/4X60/67,9 X CH1.1/2 X H22;- RECARTILHADO <br/>GM-CHEVROLET: D 11000, D 12000, D 13000, D 60. <br/>(Código Original/Equivalente: GM) <br/>(COMPOSIÇÃO: 3030421 + 2930401);;4030421;;000125;;0199900;73181500;0199900;UN;UNIDADE;1;-2;-2;;;;-------;0;0;
3765;PORCA RODA M12-1,5 X CH12;PORCA TUBINHO DO PRISIONEIRO MERCEDES-BENZ: 1111, 1113, 1313, 1513, 1519, 1618, 1935, 1941, 2013. <br/>(Código Original/Equivalente: MERCEDES-BENZ: 322.353.00.72);;2901210;;000455;;0199900;73181600;0199900;UN;UNIDADE;1;31;31;;;;-------;0;0;
3766;PINO CENTRO FERRO (GRAU 2) 1/2X8 CABEÇA ALTA;;;;;000340;;0199900;73181500;0199900;UN;UNIDADE;1;0;0;;;;-------;0;0;
3767;PINO CENTRO FERRO (5.8) 12X10 MM CABEÇA ALTA;;;;;000338;;0199900;73181500;0199900;UN;UNIDADE;1;0;0;;;;-------;0;0;
3768;PORCA RODA M12-1,5 X CH23 X H19 ZINCADA BRANCA;[CÔNICA] <br/>TOYOTA: Bandeirante. <br/>(Código Original/Equivalente: TOYOTA: F1-204.2481, 900 293 4001);;2901220;;000455;;0199900;73181600;0199900;UN;UNIDADE;1;178;178;;;;-------;0;0;
3769;ANEL RETENÇAO PARA EIXO WE 12 MM INOX;;;;;000028;;1005800;73182900;1005800;CT;CENTO;0,01;0;0;;;;-------;0;0;
3770;ANEL RETENÇAO PARA FURO WI 102 MM;;;;;000029;;1005800;73182900;1005800;CT;CENTO;0,01;1,5;1,5;GAVETAS 04: 70;;;-------;0;0;
3771;CRUZETA COMPLETA;ROLETE SIMPLES. <br/>*** APLICAÇAO *** <br/>CATERPILLAR: 571F, 931, ACENTADOR DE TUBOS, D4, DW-21. FIATALLIS: 1900B. KOMATSU: D50A. VME CLARK-MICHIGAN: 55A, 675A, 75. <br/>*** SUBSTITUI *** <br/>CATERPILLAR: 2D1844, 6K0316. CCL: 2938. HDS MECPAR: CR1912. KOMATSU: 13010B2810. SPICER: 5C-4X. STAHL: CZ-123.;ZM;3500504;;000134;;0107500;87085099;0107500;UN;UNIDADE;1;2;2;;;;-------;0;0;
3774;PRISIONEIRO TURBINA 8X8X45 MM;;;;;000361;;0199900;73181500;0199900;UN;UNIDADE;1;95;95;;;;-------;0;0;
3775;PARAF ABRAÇADEIRA CRUZETA 3/8X3/4 NF;;;301126;;000227;;0199900;73181500;0199900;UN;UNIDADE;1;91;91;;;;-------;0;0;
3785;PARAF LONGO COM PORCA AUTO FALANTE ZINCADO PRETO;;;;;000240;;1005800;73181500;1005800;CT;CENTO;0,01;0,8;0,8;C5: J-17;;;-------;0;0;
3786;PARAF SEXT AÇO (GRAU 5) 1/2X1.1/2 WW ENEGRECIDO (RI);(12 FIOS POR POLEGADA);;;;000301;;1005800;73181500;1005800;CT;CENTO;0,01;0,99;0,99;;;;-------;0;0;
3787;ADAPTADOR MACHO 1/4 PARA ENGATE RAPIDO 1/4;AD 767 M 1/4;SCHWEERS;RF200;;000014;;1007900;84812090;1007900;UN;UNIDADE;1;4;4;C8: P-30;;;-------;0;0;
3788;PARAF SEXT AÇO (GRAU 5) 9/16X6 NF ENEGRECIDO (RP);;;;;000300;;1005800;73181500;1005800;CT;CENTO;0,01;0,4;0,4;;;;-------;0;0;
3789;ANEL RETENÇAO PARA EIXO WE 6 MM;;;;;000028;;1005800;73182900;1005800;CT;CENTO;0,01;8,78;8,78;;;;-------;0;0;
3790;ANEL RETENÇAO PARA EIXO WE 7 MM;;;;;000028;;1005800;73182900;1005800;CT;CENTO;0,01;0,88;0,88;;;;-------;0;0;
3792;PORCA SEXT TRAVANTE NYLON AÇO (CLASSE 8) 30MB ZINCADA BRANCA CHAVE 46;;;;;000475;;1005800;73181600;1005800;CT;CENTO;0,01;2;2;C4: H-22;;;-------;0;0;
